Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools	genome_name
NZ_CZAU01000003.1_111	-	GH25(51-234)	GH25_e171	GH25	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000003.1_145	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000003.1_159	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000005.1_18	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(7-479)	GH1_e115	GH1	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000008.1_5	-	GH109(2-138)	-	-	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000008.1_54	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000008.1_57	-	GT5(8-478)	GT5_e1	GT5	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000008.1_58	2.4.1.1:158	GT35(94-809)	GT35_e0	GT35	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000008.1_59	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000009.1_73	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000009.1_78	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000012.1_6	-	GH109(3-156)	-	-	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000016.1_4	-	GH73(307-468)	GH73_e132	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000016.1_66	-	GT51(59-236)	GT51_e21	GT51	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000018.1_25	-	GT2(3-164)	GT2	GT2	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000020.1_1	3.2.1.89:17	GH53(75-464)	GH53_e14	GH53	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000020.1_2	3.2.1.89:17|3.2.1.89:17	GH53(64-320)+GH53(408-798)	GH53_e14+GH53_e14	GH53	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000021.1_47	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000022.1_7	2.4.1.1:158	GT35(95-814)	GT35_e0	GT35	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000023.1_18	-	GT2(5-108)	GT2	GT2	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000023.1_50	-	GT51(64-239)	GT51_e21	GT51	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000024.1_40	-	GT28(188-337)	GT28_e30	GT28	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000024.1_44	-	CE4(81-203)	CE4_e82	CE4	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000025.1_17	-	GH109(5-142)	-	-	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000027.1_28	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-378)	GH13_e122	GH13_31	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000029.1_29	-	AA7(48-237)	-	-	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000030.1_18	2.4.1.18:14	GH13_9(164-453)	GH13_e200	CBM48+GH13_9	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000030.1_8	-	GT2(8-172)	GT2	GT2	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_10	-	GT2(7-181)	GT2	GT2	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_11	-	GT2(5-117)	GT2	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_13	-	GT2(22-165)	GT2	GT2	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_14	-	GT32(104-185)	GT32_e186	GT32	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_16	-	GT2(5-151)	GT2	GT2	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_18	-	GT2(6-125)	GT2	GT2	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_19	-	GT2(7-143)	GT2	GT2	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_21	-	GT4(192-341)	GT4_e1204	GT4	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_22	-	GT2(5-164)	GT2	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_23	-	GT14(3-256)	GT14_e49	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_25	-	GT4(193-338)	GT4_e3212	GT4	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000032.1_32	-	GH3(116-346)	GH3_e215	GH3	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000034.1_33	-	CE9(46-410)	CE9_e44	CE9	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000034.1_34	-	CE4(51-174)	CE4_e137	CE4	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000037.1_10	-	CE4(79-190)	CE4_e246	CE4	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000041.1_2	2.4.1.21:9	GT5(81-554)	GT5_e9	GT5	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000044.1_19	-	GT4(185-318)	GT4_e1113	GT4	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000044.1_20	-	GT2(5-165)	GT2	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000044.1_21	-	GT4(188-300)	GT4_e3619	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000044.1_24	-	GT2(3-168)	GT2	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000044.1_27	-	GT14(5-269)	GT14_e13	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000044.1_28	-	GT14(5-259)	GT14_e13	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000046.1_3	3.2.1.80:1|3.2.1.65:8	GH32(315-643)+CBM66(916-1076)	GH32_e42+CBM66_e0	CBM66+GH32	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000047.1_19	-	GH32(37-347)	GH32_e67	GH32	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000047.1_6	-	GH109(2-144)	GH109_e2	-	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000048.1_24	-	GH25(50-227)	GH25_e110	GH25	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000051.1_22	-	GH73(268-428)	GH73_e132	GH73	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000055.1_10	3.2.1.23:11	GH2(20-629)	GH2_e13	GH2	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000057.1_11	-	GT51(82-264)	GT51_e43	GT51	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000057.1_2	-	CE4(45-174)	CE4_e225	CE4	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000062.1_1	3.2.1.89:17	GH53(63-303)	GH53_e14	GH53	3	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000005.1_72	-	-	GH23_e928	GH23	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000016.1_36	-	-	CBM13_e252	-	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000010.1_35	-	-	GT2	GT2	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000024.1_50	-	-	CBM50_e564	CBM50	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000028.1_15	-	-	GH73_e261	GH73	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000002.1_146	-	-	GH73_e261	-	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000006.1_5	-	-	GH73_e261	-	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000012.1_53	-	-	GH23_e928	GH23	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000019.1_54	-	-	GH23_e21	GH23	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000026.1_41	-	-	GH23_e928	GH23	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000001.1_123	2.4.1.-:1	-	GT4_e510	GT4	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000037.1_19	-	-	CBM50_e393	CBM50	2	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000001.1_9	-	-	-	GH84	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000001.1_11	-	-	-	GH36	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000001.1_63	-	-	-	GH130	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000001.1_228	-	-	-	GT83	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000003.1_19	-	-	-	GT58	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000003.1_65	-	-	-	GT58	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000004.1_69	-	-	-	GT4	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000004.1_105	-	-	-	GH5_11	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000005.1_19	-	-	-	GT1	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000008.1_55	-	-	-	CBM48+GH13_9	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000009.1_9	-	-	-	GT2	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000009.1_79	-	-	-	GH4	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000010.1_12	-	-	-	GT2	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000011.1_39	-	-	-	GH1	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000011.1_42	-	-	-	GH38	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000012.1_22	-	-	-	GH1	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000015.1_67	-	-	-	GT83	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000015.1_69	-	-	-	GH13_11	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000021.1_37	-	-	-	GH0	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000022.1_52	-	-	-	GT4	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000022.1_55	-	-	-	CE8	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000022.1_59	-	-	-	GH13	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000023.1_21	-	-	-	GH28	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000026.1_57	-	-	-	GH23	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000028.1_16	-	-	-	GH28	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000028.1_20	-	-	-	CBM50	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000030.1_1	-	-	-	GT2	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000031.1_14	-	-	-	GH13_30	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000035.1_11	-	-	-	GT2	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000038.1_4	-	-	-	GH13_31	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000040.1_9	-	-	-	GH28	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000046.1_14	-	-	-	GH23	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000047.1_20	-	-	-	GH13_31	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000048.1_4	-	-	-	GH1	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000052.1_15	-	-	-	GT4	1	GCF_001404835.1_14207_7_31_genomic
NZ_CZAU01000055.1_9	-	-	-	GH2	1	GCF_001404835.1_14207_7_31_genomic
NZ_CYZM01000001.1_38	-	AA7(48-237)	-	-	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000001.1_400	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(7-478)	GH1_e115	GH1	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000001.1_480	2.4.1.1:158	GT35(95-814)	GT35_e0	GT35	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_248	-	GH25(51-234)	GH25_e171	GH25	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_262	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_276	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_301	-	AA7(43-237)	AA4_e1	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_308	-	GT2(6-134)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_317	-	GT2(6-168)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_318	-	GT2(4-138)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_319	-	GT2(67-150)	GT92_e1	GT0	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_321	-	GT32(22-96)	GT32_e190	GT32	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_322	-	GT2(57-199)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_323	-	GT113(16-357)	GT113_e9	GT113	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_33	-	CE4(79-190)	CE4_e246	CE4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_340	-	GT2(6-149)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_344	-	GT2(7-143)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_352	-	GT2(4-112)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_400	-	GH32(6-294)	GH32_e121	GH32	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_402	3.2.1.26:3	GH32(37-339)	GH32_e76	GH32	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_428	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(191-552)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_434	3.2.1.86:10|3.2.1.85:2|3.2.1.21:1	GH1(6-460)	GH1_e13	GH1	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_469	-	GT4(191-324)	GT4_e1113	GT4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_472	-	GT2(7-143)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_473	-	GT4(194-338)	GT4_e647	GT4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_475	-	GT4(202-352)	GT4_e2390	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_103	-	GH25(50-227)	GH25_e110	GH25	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_136	-	GT2(10-140)	GT2	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_137	2.4.1.-:1	GT2(7-136)	GT2	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_141	-	GT2(4-164)	GT2	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_143	-	GT4(213-353)	GT4_e1204	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_144	-	GT4(206-349)	GT4_e1204	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_145	-	GT32(20-97)	GT32_e192	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_146	-	GT4(226-370)	GT4_e134	GT4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_148	-	GT2(8-115)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_149	-	GT4(193-300)	GT4_e150	GT4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_150	-	GT4(193-338)	GT4_e3212	GT4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_157	-	GH3(116-346)	GH3_e215	GH3	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_162	3.2.1.80:1|3.2.1.65:8	GH32(315-643)+CBM66(916-1076)	GH32_e42+CBM66_e0	CBM66+GH32	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_222	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_7	3.2.1.23:11	GH2(20-629)	GH2_e13	GH2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_85	-	GH73(268-427)	GH73_e132	GH73	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000004.1_1	3.2.1.89:17	GH53(68-457)	GH53_e14	GH53	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000004.1_154	-	GT2(3-164)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000004.1_2	3.2.1.89:17|3.2.1.89:17	GH53(64-319)+GH53(407-797)	GH53_e14+GH53_e14	GH53	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000004.1_61	-	GH109(5-142)	-	-	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000005.1_121	-	GT2(5-108)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000005.1_4	-	GH109(2-142)	-	-	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000005.1_55	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000005.1_58	-	GT5(8-478)	GT5_e1	GT5	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000005.1_59	2.4.1.1:158	GT35(94-809)	GT35_e0	GT35	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000005.1_60	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000006.1_122	2.4.1.21:9	GT5(81-554)	GT5_e9	GT5	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000007.1_105	2.4.1.18:14	GH13_9(164-453)	GH13_e200	CBM48+GH13_9	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000008.1_105	-	CE4(45-174)	CE4_e225	CE4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000008.1_114	-	GT51(82-264)	GT51_e43	GT51	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000008.1_97	-	CE9(3-367)	CE9_e44	CE9	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000008.1_98	-	CE4(51-174)	CE4_e137	CE4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000009.1_38	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-377)	GH13_e122	GH13_31	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000009.1_89	-	GT51(83-260)	GT51_e21	GT51	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000010.1_58	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000010.1_59	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000010.1_73	3.2.1.122:13	GH4(8-184)	GH4_e4	GH4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000012.1_29	-	GT2(8-172)	GT2	GT2	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000013.1_10	-	CE4(81-203)	CE4_e82	CE4	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000013.1_14	-	GT28(188-337)	GT28_e30	GT28	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000014.1_17	-	GH109(2-154)	GH109_e5	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000014.1_24	-	GH109(2-144)	GH109_e2	-	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000014.1_37	-	GH32(37-347)	GH32_e67	GH32	3	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_316	-	-	GT1_e246	-	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000005.1_207	-	-	GT2	GT2	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000013.1_4	-	-	CBM50_e564	CBM50	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_15	-	-	CBM50_e393	CBM50	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000008.1_35	-	-	GH23_e928	GH23	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000011.1_56	-	-	GH23_e21	GH23	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000011.1_30	-	-	GH73_e261	GH73	2	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000001.1_225	-	-	-	GT4	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000001.1_261	-	-	-	GH5_11	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000001.1_399	-	-	-	GT1	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000001.1_421	-	-	-	GH13	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000001.1_425	-	-	-	CE8	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000001.1_428	-	-	-	GT4	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_57	-	-	-	GH13_30	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_128	-	-	-	GH1	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_131	-	-	-	GH38	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_173	-	-	-	GT58	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_216	-	-	-	GT58	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000002.1_438	-	-	-	GT83	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_6	-	-	-	GH2	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_50	-	-	-	GT4	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_123	-	-	-	GH1	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_173	-	-	-	GH23	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000003.1_233	-	-	-	GH0	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000004.1_98	-	-	-	GT2	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000005.1_56	-	-	-	CBM48+GH13_9	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000005.1_118	-	-	-	GH28	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000005.1_230	-	-	-	GT2	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000006.1_145	-	-	-	GH28	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000007.1_95	-	-	-	GH13_31	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000008.1_3	-	-	-	GH1	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000009.1_2	-	-	-	GH4	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000009.1_60	-	-	-	GH130	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000009.1_106	-	-	-	GH36	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000009.1_108	-	-	-	GH84	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000011.1_25	-	-	-	CBM50	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000011.1_29	-	-	-	GH28	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000012.1_4	-	-	-	GH28	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000012.1_36	-	-	-	GT2	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000014.1_38	-	-	-	GH13_31	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000015.1_26	-	-	-	GT83	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000015.1_28	-	-	-	GH13_11	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYZM01000018.1_4	-	-	-	GT2	1	GCF_001404955.1_13470_2_79_genomic
NZ_CYXY01000001.1_239	-	GT2(3-164)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000001.1_8	2.4.1.18:14	GH13_9(164-453)	GH13_e200	CBM48+GH13_9	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_106	-	GT113(16-357)	GT113_e9	GT113	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_107	-	GT2(57-199)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_108	-	GT32(22-96)	GT32_e190	GT32	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_110	-	GT2(67-150)	GT92_e1	GT0	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_111	-	GT2(4-138)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_112	-	GT2(6-168)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_121	-	GT2(6-134)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_128	-	AA7(43-237)	AA4_e1	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_161	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_175	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_19	-	GH32(6-294)	GH32_e121	GH32	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_209	-	GH25(51-234)	GH25_e171	GH25	3	GCF_001405635.1_14207_7_82_genomic
